stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\danis\source\repos\DanielBaptista24285611\PI---Grupo-Austr-lia\ConsoleApplication1\x64\Debug\allegro5.cfg r
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.51971] opening ./walkright.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.52005] opening ./walkright.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52033] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52041] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52048] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52054] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52062] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52069] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52076] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52083] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.52093] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.52101] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.52139] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.52150] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.52160] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.52291] added dtor for bitmap 000002BBAE47A1B0, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.54215] opening ./walkleft.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.54277] opening ./walkleft.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54387] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54416] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54434] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54466] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54490] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54507] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54525] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54550] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.54558] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.54566] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.54590] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.54600] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.54608] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.54822] added dtor for bitmap 000002BBAE474A80, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.56510] opening ./backgroundfloresta.jpeg rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.56546] opening ./backgroundfloresta.jpeg rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56575] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56589] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56598] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56616] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56626] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56634] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56642] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56648] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.56671] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.56686] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.56703] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.56711] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.56718] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.57040] added dtor for bitmap 000002BBAE4799F0, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.59395] opening ./jump.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.59431] opening ./jump.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59454] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59474] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59486] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59494] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59504] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59518] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59533] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59544] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.59551] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.59566] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.59580] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.59606] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.59614] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.60090] added dtor for bitmap 000002BBAE47A3A0, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.61896] opening ./idle.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.61929] opening ./idle.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.61965] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62050] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62065] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62109] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62124] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62143] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62158] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62223] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.62240] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.62266] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.62303] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.62328] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.62370] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.62812] added dtor for bitmap 000002BBAE47A590, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.64492] opening ./shot_1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.64555] opening ./shot_1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64858] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64869] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64877] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64900] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64908] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64917] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64942] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64950] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.64971] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.64978] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.64987] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.64995] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.65003] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.65267] added dtor for bitmap 000002BBAE475240, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.66275] opening ./wood_spike.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.66307] opening ./wood_spike.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66327] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66337] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66348] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66355] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66363] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66370] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66377] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66387] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.66394] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.66402] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.66424] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.66432] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.66442] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.66579] added dtor for bitmap 000002BBAE474E60, func 00007FFBCE65118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.66654] opening ./metralhadora.mp3 rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.66682] opening ./metralhadora.mp3 rb
wav      E                wav.c:121  wav_open                         [   3.66710] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   3.66745] added dtor for sample 000002BBAE47E0F0, func 00007FFC3ACC1519
dtor     D               dtor.c:196  _al_register_destructor          [   3.66783] added dtor for queue 000002BBABF82FD0, func 00007FFBCE651C49
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.73287] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.73299] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.74370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.74383] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.74791] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.74805] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.74997] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.75010] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.75361] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.75375] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.75579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.75593] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.75776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.75791] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.75962] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.75977] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81556] removed dtor for bitmap 000002BBAE4799F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81640] removed dtor for bitmap 000002BBAE47A590
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81692] removed dtor for bitmap 000002BBAE475240
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81728] removed dtor for bitmap 000002BBAE47A1B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81773] removed dtor for bitmap 000002BBAE474A80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81822] removed dtor for bitmap 000002BBAE47A3A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81879] removed dtor for sample 000002BBAE47E0F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81909] removed dtor for font 000002BBAE37DC20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81922] removed dtor for sub_bitmap 000002BBAE43F020
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81933] removed dtor for sub_bitmap 000002BBAE43F210
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81943] removed dtor for sub_bitmap 000002BBAE43F400
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81951] removed dtor for sub_bitmap 000002BBAE43F5F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81966] removed dtor for sub_bitmap 000002BBAE43F7E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81980] removed dtor for sub_bitmap 000002BBAE43F9D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81989] removed dtor for sub_bitmap 000002BBAE43FBC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.81999] removed dtor for sub_bitmap 000002BBAE43FDB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82008] removed dtor for sub_bitmap 000002BBAE43FFA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82015] removed dtor for sub_bitmap 000002BBAE440190
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82025] removed dtor for sub_bitmap 000002BBAE440380
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82032] removed dtor for sub_bitmap 000002BBAE4405C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82040] removed dtor for sub_bitmap 000002BBAE441350
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82051] removed dtor for sub_bitmap 000002BBAE440F70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82061] removed dtor for sub_bitmap 000002BBAE4407B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82077] removed dtor for sub_bitmap 000002BBAE441160
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82092] removed dtor for sub_bitmap 000002BBAE4409A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82100] removed dtor for sub_bitmap 000002BBAE440B90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82112] removed dtor for sub_bitmap 000002BBAE440D80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82121] removed dtor for sub_bitmap 000002BBAE441D90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82129] removed dtor for sub_bitmap 000002BBAE4430F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82136] removed dtor for sub_bitmap 000002BBAE4415D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82152] removed dtor for sub_bitmap 000002BBAE4432E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82260] removed dtor for sub_bitmap 000002BBAE4417C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82275] removed dtor for sub_bitmap 000002BBAE441BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82284] removed dtor for sub_bitmap 000002BBAE442930
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82299] removed dtor for sub_bitmap 000002BBAE442360
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82317] removed dtor for sub_bitmap 000002BBAE4419B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82332] removed dtor for sub_bitmap 000002BBAE442B20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82348] removed dtor for sub_bitmap 000002BBAE442D10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82371] removed dtor for sub_bitmap 000002BBAE442F00
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82381] removed dtor for sub_bitmap 000002BBAE441F80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82390] removed dtor for sub_bitmap 000002BBAE442170
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82411] removed dtor for sub_bitmap 000002BBAE442550
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82419] removed dtor for sub_bitmap 000002BBAE442740
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82428] removed dtor for sub_bitmap 000002BBAE446FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82436] removed dtor for sub_bitmap 000002BBAE448120
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82444] removed dtor for sub_bitmap 000002BBAE446600
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82453] removed dtor for sub_bitmap 000002BBAE448310
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82463] removed dtor for sub_bitmap 000002BBAE447F30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82471] removed dtor for sub_bitmap 000002BBAE4467F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82481] removed dtor for sub_bitmap 000002BBAE447D40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82492] removed dtor for sub_bitmap 000002BBAE447390
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82500] removed dtor for sub_bitmap 000002BBAE4469E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82512] removed dtor for sub_bitmap 000002BBAE446BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82526] removed dtor for sub_bitmap 000002BBAE446DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82537] removed dtor for sub_bitmap 000002BBAE4471A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82546] removed dtor for sub_bitmap 000002BBAE447580
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82555] removed dtor for sub_bitmap 000002BBAE447770
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82567] removed dtor for sub_bitmap 000002BBAE447960
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82575] removed dtor for sub_bitmap 000002BBAE447B50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82583] removed dtor for sub_bitmap 000002BBAE449590
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82597] removed dtor for sub_bitmap 000002BBAE448610
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82610] removed dtor for sub_bitmap 000002BBAE449B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82620] removed dtor for sub_bitmap 000002BBAE448800
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82628] removed dtor for sub_bitmap 000002BBAE448BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82639] removed dtor for sub_bitmap 000002BBAE4491B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82647] removed dtor for sub_bitmap 000002BBAE44A130
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82657] removed dtor for sub_bitmap 000002BBAE4493A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82665] removed dtor for sub_bitmap 000002BBAE4489F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82675] removed dtor for sub_bitmap 000002BBAE449780
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82686] removed dtor for sub_bitmap 000002BBAE448FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82694] removed dtor for sub_bitmap 000002BBAE449D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82702] removed dtor for sub_bitmap 000002BBAE44A320
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82709] removed dtor for sub_bitmap 000002BBAE449970
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82717] removed dtor for sub_bitmap 000002BBAE449F40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82725] removed dtor for sub_bitmap 000002BBAE448DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82733] removed dtor for sub_bitmap 000002BBAE44C7C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82744] removed dtor for sub_bitmap 000002BBAE44D550
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82776] removed dtor for sub_bitmap 000002BBAE44BC20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82786] removed dtor for sub_bitmap 000002BBAE44C3E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82794] removed dtor for sub_bitmap 000002BBAE44BE10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82801] removed dtor for sub_bitmap 000002BBAE44C1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82809] removed dtor for sub_bitmap 000002BBAE44C5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82818] removed dtor for sub_bitmap 000002BBAE44BA30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82849] removed dtor for sub_bitmap 000002BBAE44CBA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82860] removed dtor for sub_bitmap 000002BBAE44D740
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82871] removed dtor for sub_bitmap 000002BBAE44C9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82884] removed dtor for sub_bitmap 000002BBAE44C000
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82892] removed dtor for sub_bitmap 000002BBAE44CD90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82900] removed dtor for sub_bitmap 000002BBAE44CF80
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82922] removed dtor for sub_bitmap 000002BBAE44D170
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82936] removed dtor for sub_bitmap 000002BBAE44D360
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82945] removed dtor for sub_bitmap 000002BBAE44F180
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82955] removed dtor for sub_bitmap 000002BBAE44EDA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82965] removed dtor for sub_bitmap 000002BBAE44E7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82974] removed dtor for sub_bitmap 000002BBAE44F750
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82982] removed dtor for sub_bitmap 000002BBAE44E010
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82994] removed dtor for sub_bitmap 000002BBAE44EF90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83002] removed dtor for sub_bitmap 000002BBAE44E5E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83009] removed dtor for sub_bitmap 000002BBAE44F370
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83017] removed dtor for sub_bitmap 000002BBAE44E3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83025] removed dtor for sub_bitmap 000002BBAE44E200
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83032] removed dtor for sub_bitmap 000002BBAE44F560
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83052] removed dtor for sub_bitmap 000002BBAE44DA40
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83060] removed dtor for sub_bitmap 000002BBAE44DC30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83068] removed dtor for sub_bitmap 000002BBAE44E9C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83079] removed dtor for sub_bitmap 000002BBAE44DE20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83101] removed dtor for sub_bitmap 000002BBAE44EBB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83110] removed dtor for sub_bitmap 000002BBAE453AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83117] removed dtor for sub_bitmap 000002BBAE4534E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83127] removed dtor for sub_bitmap 000002BBAE451DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83136] removed dtor for sub_bitmap 000002BBAE452F10
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83146] removed dtor for sub_bitmap 000002BBAE453100
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83154] removed dtor for sub_bitmap 000002BBAE452180
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83161] removed dtor for sub_bitmap 000002BBAE452370
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83168] removed dtor for sub_bitmap 000002BBAE452D20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83208] removed dtor for sub_bitmap 000002BBAE4538C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83219] removed dtor for sub_bitmap 000002BBAE452560
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83230] removed dtor for sub_bitmap 000002BBAE4532F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83239] removed dtor for sub_bitmap 000002BBAE4536D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83247] removed dtor for sub_bitmap 000002BBAE452B30
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83255] removed dtor for sub_bitmap 000002BBAE452940
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83265] removed dtor for sub_bitmap 000002BBAE451F90
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83273] removed dtor for sub_bitmap 000002BBAE452750
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83281] removed dtor for sub_bitmap 000002BBAE456580
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83291] removed dtor for sub_bitmap 000002BBAE4578E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83304] removed dtor for sub_bitmap 000002BBAE456390
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83312] removed dtor for sub_bitmap 000002BBAE456770
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83319] removed dtor for sub_bitmap 000002BBAE456960
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83327] removed dtor for sub_bitmap 000002BBAE455DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83335] removed dtor for sub_bitmap 000002BBAE456B50
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.83342] removed dtor for sub_bitmap 000002BBAE455FB0
